Country Name,Country Code,Series Name,Series Code,2021 [YR2021]
Latin America & Caribbean,LCN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,5.48872E+12
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,8340.3896
Latin America & Caribbean,LCN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.697590757
Latin America & Caribbean,LCN,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Latin America & Caribbean (excluding high income),LAC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Latin America & Caribbean (excluding high income),LAC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Latin America & Caribbean (excluding high income),LAC,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Latin America & Caribbean (excluding high income),LAC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,4.60707E+12
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,7727.161172
Latin America & Caribbean (excluding high income),LAC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.713510318
Latin America & Caribbean (excluding high income),LAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Latin America & the Caribbean (IDA & IBRD countries),TLA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,5.20251E+12
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),NY.GDP.PCAP.CD,8100.572875
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.70568751
Latin America & the Caribbean (IDA & IBRD countries),TLA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Least developed countries: UN classification,LDC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Least developed countries: UN classification,LDC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Least developed countries: UN classification,LDC,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Least developed countries: UN classification,LDC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1.27291E+12
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,1176.977617
Least developed countries: UN classification,LDC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Least developed countries: UN classification,LDC,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Low & middle income,LMY,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Low & middle income,LMY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Low & middle income,LMY,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Low & middle income,LMY,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,3.63159E+13
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,5530.438553
Low & middle income,LMY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Low & middle income,LMY,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Low income,LIC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,65.50480769
Low income,LIC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Low income,LIC,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Low income,LIC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,5.26278E+11
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,749.7613804
Low income,LIC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Low income,LIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Lower middle income,LMC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,70.34090909
Lower middle income,LMC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Lower middle income,LMC,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Lower middle income,LMC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,8.68329E+12
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,2581.857195
Lower middle income,LMC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Lower middle income,LMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Middle East & North Africa,MEA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,53.03125
Middle East & North Africa,MEA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Middle East & North Africa,MEA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Middle East & North Africa,MEA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,3.63673E+12
Middle East & North Africa,MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,7696.86848
Middle East & North Africa,MEA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Middle East & North Africa,MEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Middle East & North Africa (excluding high income),MNA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Middle East & North Africa (excluding high income),MNA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Middle East & North Africa (excluding high income),MNA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Middle East & North Africa (excluding high income),MNA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1.45592E+12
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,3612.245533
Middle East & North Africa (excluding high income),MNA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Middle East & North Africa (excluding high income),MNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Middle East & North Africa (IDA & IBRD countries),TMN,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Middle East & North Africa (IDA & IBRD countries),TMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Middle East & North Africa (IDA & IBRD countries),TMN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Middle East & North Africa (IDA & IBRD countries),TMN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1.43788E+12
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,3611.601011
Middle East & North Africa (IDA & IBRD countries),TMN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Middle East & North Africa (IDA & IBRD countries),TMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Middle income,MIC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Middle income,MIC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Middle income,MIC,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Middle income,MIC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,3.57859E+13
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,6102.000869
Middle income,MIC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Middle income,MIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
North America,NAC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
North America,NAC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
North America,NAC,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
North America,NAC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,2.49939E+13
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,67514.02312
North America,NAC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.58862112
North America,NAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Not classified,INX,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Not classified,INX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Not classified,INX,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Not classified,INX,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,NA
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
Not classified,INX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Not classified,INX,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
OECD members,OED,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
OECD members,OED,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
OECD members,OED,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
OECD members,OED,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,5.79202E+13
OECD members,OED,GDP per capita (current US$),NY.GDP.PCAP.CD,42098.64597
OECD members,OED,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.95571628
OECD members,OED,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Other small states,OSS,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Other small states,OSS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Other small states,OSS,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Other small states,OSS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,4.47252E+11
Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,13776.75585
Other small states,OSS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Other small states,OSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Pacific island small states,PSS,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Pacific island small states,PSS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Pacific island small states,PSS,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Pacific island small states,PSS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,9749476210
Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,3798.752777
Pacific island small states,PSS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Pacific island small states,PSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Post-demographic dividend,PST,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Post-demographic dividend,PST,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Post-demographic dividend,PST,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Post-demographic dividend,PST,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,5.46225E+13
Post-demographic dividend,PST,GDP per capita (current US$),NY.GDP.PCAP.CD,48916.17657
Post-demographic dividend,PST,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.743739511
Post-demographic dividend,PST,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Pre-demographic dividend,PRE,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Pre-demographic dividend,PRE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Pre-demographic dividend,PRE,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Pre-demographic dividend,PRE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1.43312E+12
Pre-demographic dividend,PRE,GDP per capita (current US$),NY.GDP.PCAP.CD,1437.208502
Pre-demographic dividend,PRE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Pre-demographic dividend,PRE,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Small states,SST,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Small states,SST,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Small states,SST,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Small states,SST,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,5.26938E+11
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,12394.92591
Small states,SST,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Small states,SST,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
South Asia,SAS,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,63.671875
South Asia,SAS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
South Asia,SAS,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
South Asia,SAS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,4.08777E+12
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,2176.776671
South Asia,SAS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
South Asia,SAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
South Asia (IDA & IBRD),TSA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
South Asia (IDA & IBRD),TSA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
South Asia (IDA & IBRD),TSA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
South Asia (IDA & IBRD),TSA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,4.08777E+12
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,2176.776671
South Asia (IDA & IBRD),TSA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
South Asia (IDA & IBRD),TSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Sub-Saharan Africa,SSF,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,71.47135417
Sub-Saharan Africa,SSF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Sub-Saharan Africa,SSF,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Sub-Saharan Africa,SSF,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1.9179E+12
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,1645.472944
Sub-Saharan Africa,SSF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Sub-Saharan Africa,SSF,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Sub-Saharan Africa (excluding high income),SSA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Sub-Saharan Africa (excluding high income),SSA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Sub-Saharan Africa (excluding high income),SSA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Sub-Saharan Africa (excluding high income),SSA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1.91658E+12
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1644.480362
Sub-Saharan Africa (excluding high income),SSA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Sub-Saharan Africa (excluding high income),SSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Sub-Saharan Africa (IDA & IBRD countries),TSS,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
